distance,"	baseline1","	baseline2","	avg. tau =0","	avg. tau =1","	avg. tau =2","	avg. tau =3","	avg. tau =4","	min. tau =0","	min. tau =1","	min. tau =2","	min. tau =3","	min. tau =4","	max. tau =0","	max. tau =1","	max. tau =2","	max. tau =3","	max. tau =4","	"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"	"
2,6.43561,7.79129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"	"
3,7.7667,5.52753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"	"
4,9.51889,4.39564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"	"
5,11.8403,3.71652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"	"
6,10.0336,3.26376,3.16667,3.16667,3.16667,3.29333,4.445,3.16667,3.16667,3.16667,3.16667,3.16667,3.16667,3.16667,3.16667,3.66667,14,"	"
7,12.9435,2.94037,2.85714,2.85714,2.85714,2.97143,3.71,2.85714,2.85714,2.85714,2.85714,2.85714,2.85714,2.85714,2.85714,3.28571,12.1429,"	"
8,11.4506,2.69782,2.625,2.625,2.625,2.71,3.59875,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,3,10.75,"	"
9,10.2894,2.50918,2.44444,2.44444,2.44444,2.52222,3.16333,2.44444,2.44444,2.44444,2.44444,2.44444,2.44444,2.44444,2.44444,2.77778,9.66667,"	"
10,13.6563,2.35826,2.3,2.3,2.3,2.389,3.045,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.6,8.8,"	"
11,12.5057,2.23478,2.18182,2.18182,2.18182,2.24364,2.69182,2.18182,2.18182,2.18182,2.18182,2.18182,2.18182,2.18182,2.18182,2.45455,8.09091,"	"
12,11.5469,2.13188,2.08333,2.08333,2.08333,2.1475,2.6425,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.08333,2.33333,7.5,"	"
13,10.7356,2.04481,2,2,2,2.05462,2.61,2,2,2,2,2,2,2,2,2.23077,7,"	"
14,10.0402,1.97018,1.92857,1.92857,1.92857,1.99143,2.62,1.92857,1.92857,1.92857,1.92857,1.92857,1.92857,1.92857,1.92857,2.14286,6.57143,"	"
15,13.6216,1.90551,1.86667,1.86667,1.86667,1.916,2.27533,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,2.06667,6.2,"	"
16,12.8327,1.84891,1.8125,1.8125,1.8125,1.875,2.41875,1.8125,1.8125,1.8125,1.8125,1.8125,1.8125,1.8125,1.8125,2,5.875,"	"
17,12.1367,1.79898,1.76471,1.76471,1.76471,1.80765,2.05824,1.76471,1.76471,1.76471,1.76471,1.76471,1.76471,1.76471,1.76471,1.94118,5.58824,"	"
18,11.518,1.75459,1.72222,1.72222,1.72222,1.76722,2.135,1.72222,1.72222,1.72222,1.72222,1.72222,1.72222,1.72222,1.72222,1.88889,5.33333,"	"
19,10.9644,1.71487,1.68421,1.68421,1.68421,1.71842,2.14632,1.68421,1.68421,1.68421,1.68421,1.68421,1.68421,1.68421,1.68421,1.84211,5.10526,"	"
